tutinh,kholay,NgayLTC,khung_gio_tao_don,ly_do_tre_12h,sellername,vol_ltc,tuan,vung,ot,Tuần,AM
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Đồ Câu Chợ Lầu,2,20,NTB,2,W20,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-15,2.Tạo từ 9h-19h,2.Khách hẹn lại,Đặc sản KhánhHòa,1,20,NTB,0,W20,Phạm Bá Thành Công
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,PHỤ KIỆN NGÀNH CƯỚI K,2,20,NTB,2,W20,Nguyễn Duy Long
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Tài Thành Phát food,1,20,NTB,1,W20,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục TDP Ba Đình-Lâm Hà-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Xưởng In Ngoan Xinh Yêu,17,20,NTB,17,W20,Huỳnh Thị Kim Chi
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,An Vy Shop - 49 Lâm Đồng,7,20,NTB,7,W20,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,RONG NHO TẠ QUYÊN,1,20,NTB,1,W20,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Lê Hồng Phong-Liên Hiệp-Đức Trọng-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Minipijama001,6,20,NTB,6,W20,Võ Tấn Lợi
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-15,3.Tạo sau 19h,3.Không liên lạc được,Đồ ngâm Huế,1,20,NTB,0,W20,Nguyễn Duy Long
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-15,3.Tạo sau 19h,0.Ontime OPR,Hongthu.shop,4,20,NTB,4,W20,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,TANKOO LABEL,2,20,NTB,2,W20,Phạm Bá Thành Công
Bình Thuận,Bưu Cục Hàm Liêm-Hàm Thuận Bắc-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Cửa Hàng Bảo Ngọc,1,20,NTB,1,W20,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Nhà Phân Phối Ngọc Phúc,2,20,NTB,2,W20,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục Đường 35 Hà Quang 1-Xã Nam Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Bikini-Trending,1,20,NTB,1,W20,Thái Thị Thanh Thư
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-15,3.Tạo sau 19h,1.Gan_tre,HPHouse,1,20,NTB,0,W20,Nguyễn Ngọc Khánh
Ninh Thuận,Bưu Cục 95 Thống Nhất-Phan Rang-Ninh Thuận,2026-05-15,3.Tạo sau 19h,4.Khác,Lâm riewiew,3,20,NTB,0,W20,Nguyễn Duy Long
Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Thoi Trang Khatoco,2,20,NTB,2,W20,Thái Thị Thanh Thư
Ninh Thuận,Bưu Cục 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,2026-05-15,1.Tạo trước 9h,4.Khác,Xưởng gia công các loại,3,20,NTB,0,W20,Nguyễn Duy Long
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Đặc sản Đà Lạt Thanh Nhã,3,20,NTB,3,W20,Lê Minh Đại
Khánh Hòa,Bưu Cục 229 Phước Long-Nam Nha Trang-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,OM Plants & Gifts,1,20,NTB,0,W20,Thái Thị Thanh Thư
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-15,3.Tạo sau 19h,0.Ontime OPR,Văn Thức Shop 49,26,20,NTB,26,W20,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,2026-05-15,3.Tạo sau 19h,4.Khác,Gạoo Cosmetics,3,20,NTB,0,W20,Lê Minh Đại
Bình Thuận,Bưu Cục 46 Hùng Vương-Hàm Tân-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,xưởng binbin shop,3,20,NTB,3,W20,Cao Thị Thanh Thủy
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Gấm phan,8,20,NTB,8,W20,Hồng Bích Nga
Khánh Hòa,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,Wax Lông Lạnh Nàng Ong,1,20,NTB,0,W20,Nguyễn Hoàng Phi
Đắk Nông,Bưu Cục Quốc Lộ 14-Đức An-Đắk Song-Đăk Nông,2026-05-15,1.Tạo trước 9h,4.Khác,1990 CAFE,1,20,NTB,0,W20,Trần Thị Nhung
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,2.Khách hẹn lại,YODY Official,4,20,NTB,0,W20,Lê Minh Đại
Khánh Hòa,Bưu Cục 39 Hùng Vương-Diên Khánh-Khánh Hòa,2026-05-15,3.Tạo sau 19h,4.Khác,Khánh Trần.,1,20,NTB,0,W20,Nguyễn Hoàng Phi
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,DINH DƯỠNG CÂY TRỒNG,8,20,NTB,8,W20,Lê Thanh Nhựt
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-15,3.Tạo sau 19h,4.Khác,YODY Official,2,20,NTB,0,W20,Trầm Hữu Tiến
Lâm Đồng,Bưu Cục Cao Bá Quát-Phường 7-Đà Lạt-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Thiên Phước Aqua,142,20,NTB,142,W20,Lê Minh Đại
Bình Thuận,Bưu Cục 575 Quốc Lộ 28-Xã Hàm Thuận-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,ANAN2024 SHOP,2,20,NTB,2,W20,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Thoi Trang Khatoco,2,20,NTB,2,W20,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,THÔI MIÊN,2,20,NTB,2,W20,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục QL20 Ninh Hòa-Đức Trọng-Lâm Đồng,2026-05-15,1.Tạo trước 9h,4.Khác,DEGO.TOYS 2,6,20,NTB,0,W20,Võ Tấn Lợi
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Vườn Bi Ve,1,20,NTB,1,W20,Trầm Hữu Tiến
Đắk Nông,Bưu Cục Quảng Sơn-Đắk Glong-Đắk Nông,2026-05-15,1.Tạo trước 9h,4.Khác,Linh chery . dak nông,1,20,NTB,0,W20,Trần Thị Nhung
Bình Thuận,Bưu Cục 16 Huỳnh Thúc Kháng-Phan Thiết-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,1.Gan_tre,Sato Box,1,20,NTB,0,W20,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,VUA TỦ THUỐC,6,20,NTB,6,W20,Nguyễn Lê Nguyên Vũ
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,Mồi Cóc Trương Lê,4,20,NTB,0,W20,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,Tài Thành Phát food,2,20,NTB,0,W20,Phạm Bá Thành Công
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-15,1.Tạo trước 9h,0.Ontime OPR,TUAN LE CLOTHING,6,20,NTB,6,W20,Cao Thị Thanh Thủy
Bình Thuận,Bưu cục Thị Trấn Liên Hương-Tuy Phong-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Ming Coffee Roastery,1,20,NTB,1,W20,Nguyễn Duy Long
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,THÔI MIÊN,3,20,NTB,0,W20,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục 300 Tự Phước-Đà Lạt-Lâm Đồng,2026-05-15,1.Tạo trước 9h,4.Khác,Tiệm An Hạ - Đặc sản Đà Lạt,1,20,NTB,0,W20,Lê Văn Trường
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Mũ trôm Quý Thanh,1,20,NTB,1,W20,Nguyễn Duy Long
Ninh Thuận,Bưu Cục Phước Minh-Thuận Nam-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Đồ nhà quê 79,2,20,NTB,2,W20,#N/A
Khánh Hòa,Bưu Cục 229 Phước Long-Nam Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,HUYNH THANH COSMETIC,13,20,NTB,13,W20,Thái Thị Thanh Thư
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,MITA BOUTIQUE,1,20,NTB,0,W20,Phạm Bá Thành Công
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-15,2.Tạo từ 9h-19h,2.Khách hẹn lại,Mẹ Và Bé Tuyết Trang,1,20,NTB,0,W20,Trần Thị Nhung
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Vườn Trên Mây Lâm Đồng,1,20,NTB,1,W20,Trầm Hữu Tiến
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,shop B&B....,49,20,NTB,49,W20,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-15,3.Tạo sau 19h,4.Khác,Neo xưởng sỉ hải sản,1,20,NTB,0,W20,Cao Thị Thanh Thủy
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,FUNOVietnam,1,20,NTB,1,W20,Trầm Hữu Tiến
Bình Thuận,Bưu Cục 585 Nguyễn Tất Thành-Xã Lương Sơn-Bình Thuận,2026-05-15,3.Tạo sau 19h,0.Ontime OPR,Cherry shop 94,1,20,NTB,1,W20,Nguyễn Ngọc Khánh
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-15,1.Tạo trước 9h,4.Khác,Hàng Hoá Tổng Hợp giá rẻ,1,20,NTB,0,W20,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục 16 Huỳnh Thúc Kháng-Phan Thiết-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Ngọc Thảo 87,1,20,NTB,1,W20,Nguyễn Ngọc Khánh
Bình Thuận,Bưu cục Thị Trấn Liên Hương-Tuy Phong-Bình Thuận,2026-05-15,3.Tạo sau 19h,4.Khác,Hoa mười giờ Bình Thuận,10,20,NTB,0,W20,Nguyễn Duy Long
Lâm Đồng,Bưu Cục Lê Hồng Phong-Liên Hiệp-Đức Trọng-Lâm Đồng,2026-05-15,3.Tạo sau 19h,4.Khác,Tiệm Tole Ngân Tâm,2,20,NTB,0,W20,Võ Tấn Lợi
Khánh Hòa,Bưu Cục 229 Phước Long-Nam Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,GIÀY DA NAM QN98,4,20,NTB,4,W20,Thái Thị Thanh Thư
Khánh Hòa,Bưu Cục 466 Đường 23/10-Nha Trang-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,Trà Sữa Và Nguyên Liệu Homita,1,20,NTB,0,W20,Phan Đình Duy
Bình Thuận,Bưu Cục Hàm Liêm-Hàm Thuận Bắc-Bình Thuận,2026-05-15,1.Tạo trước 9h,0.Ontime OPR,BeautyMT,2,20,NTB,2,W20,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 40A Yết Kiêu-Nha Trang-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,Phụ gia thực phẩm an toàn,1,20,NTB,0,W20,Phan Đình Duy
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Phụ Tùng Máy Nông Nghiệp NT,1,20,NTB,1,W20,Nguyễn Duy Long
Khánh Hòa,Bưu Cục Tổ Dân Phố 2-Ninh Hoà-Khánh Hoà,2026-05-15,3.Tạo sau 19h,4.Khác,Đặc sản KhánhHòa,1,20,NTB,0,W20,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục 466 Đường 23/10-Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Thảo Vân Food Nha Trang,1,20,NTB,1,W20,Phan Đình Duy
Lâm Đồng,Bưu Cục 300 Tự Phước-Đà Lạt-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,DALATFARM1994,5,20,NTB,5,W20,Lê Văn Trường
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-15,3.Tạo sau 19h,4.Khác,Chị Ba Bán Dừa,2,20,NTB,0,W20,Hồng Bích Nga
Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,YODY Official,6,20,NTB,0,W20,Thái Thị Thanh Thư
Lâm Đồng,Bưu Cục 95A Đội Cấn-Bảo Lộc-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Chị Ba Bán Dừa,2,20,NTB,2,W20,Hồng Bích Nga
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,2.Khách hẹn lại,TẠP HOÁ PHỐ BIỂN,1,20,NTB,0,W20,Cao Thị Thanh Thủy
Lâm Đồng,Bưu Cục QL20 Ninh Hòa-Đức Trọng-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,DEGO.TOYS 2,4,20,NTB,4,W20,Võ Tấn Lợi
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-15,3.Tạo sau 19h,0.Ontime OPR,TUAN LE CLOTHING,10,20,NTB,10,W20,Cao Thị Thanh Thủy
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-15,1.Tạo trước 9h,0.Ontime OPR,Phụ Tùng Máy Nông Nghiệp NT,6,20,NTB,6,W20,Nguyễn Duy Long
Đắk Nông,Bưu Cục 53 Tôn Đức Thắng-Nghĩa Thành-Gia Nghĩa-Đắk Nông,2026-05-15,1.Tạo trước 9h,4.Khác,Zozo Shop 1339,3,20,NTB,0,W20,Trần Văn Phước
Bình Thuận,Bưu cục DT707-Hàm Thuận Nam-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,2.Khách hẹn lại,Shop Đồ Thờ Cúng 86,1,20,NTB,0,W20,Lê Thanh Nhựt
Bình Thuận,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,phụ tùng Lê Trung.,3,20,NTB,3,W20,Huỳnh Tấn Hiền
Lâm Đồng,Bưu cục Ngô Thỳ Sỹ - Đà Lạt - Lâm Đồng,2026-05-15,3.Tạo sau 19h,1.Gan_tre,ĐẶC SẢN XỨ ĐÀ LẠT,2,20,NTB,0,W20,#N/A
Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Yuri Home,1,20,NTB,1,W20,Lê Minh Đại
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-15,2.Tạo từ 9h-19h,3.Không liên lạc được,PHỤ KIỆN NGÀNH CƯỚI K,1,20,NTB,0,W20,Nguyễn Duy Long
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-15,1.Tạo trước 9h,0.Ontime OPR,Học Sửa Quạt Cùng Quang,187,20,NTB,187,W20,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Phú Tài-Phan Thiết-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,PHANTHIETFOOD 02,3,20,NTB,3,W20,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục Thôn Dầu Sơn-Cam Lâm-Khánh Hoà,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Nguyễn Ngọc Nam @.,1,20,NTB,1,W20,Nguyễn Hoàng Phi
Khánh Hòa,Bưu Cục 70 Lê Hồng Phong-Ninh Diêm-Ninh Hoà-Khánh Hoà,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,petrang0705,4,20,NTB,4,W20,Phạm Bá Thành Công
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Quốc Nguyễn In Nhanh,1,20,NTB,1,W20,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,FOUR EYES STUDIO,1,20,NTB,1,W20,Phạm Bá Thành Công
Bình Thuận,Bưu Cục Hàm Liêm-Hàm Thuận Bắc-Bình Thuận,2026-05-15,1.Tạo trước 9h,4.Khác,Thuận Phát - Thuốc Cây Trồng,4,20,NTB,0,W20,Nguyễn Ngọc Khánh
Bình Thuận,Bưu cục 47 Trần Hưng Đạo-Hàm Thuận Nam-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Happy kids shop.,1,20,NTB,1,W20,Cao Thị Thanh Thủy
Lâm Đồng,Bưu cục Đinh Văn-Lâm Hà-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Ann store - nước hoa chính hãng,2,20,NTB,2,W20,Huỳnh Thị Kim Chi
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-15,1.Tạo trước 9h,4.Khác,truyền phương,1,20,NTB,0,W20,Nguyễn Ngọc Khánh
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,YẾN BIGSIZE UNISEX,1,20,NTB,1,W20,Nguyễn Duy Long
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,2.Khách hẹn lại,shop B&B....,4,20,NTB,0,W20,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục TDP Nghĩa Đức-Thạnh Mỹ-Đơn Dương-Lâm Đồng,2026-05-15,1.Tạo trước 9h,4.Khác,DALAT CORDYCEPS OFFICIAL,4,20,NTB,0,W20,Lê Minh Đại
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Máy Đảo Thuốc Gia Long,4,20,NTB,4,W20,Cao Thị Thanh Thủy
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Phụ Tùng Trung Thành,2,20,NTB,2,W20,Hồng Bích Nga
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-15,1.Tạo trước 9h,4.Khác,Nội Y Dáng Son,1,20,NTB,0,W20,Hồng Bích Nga
Lâm Đồng,Bưu Cục Lê Hồng Phong-Liên Hiệp-Đức Trọng-Lâm Đồng,2026-05-15,1.Tạo trước 9h,4.Khác,Tiệm Tole Ngân Tâm,1,20,NTB,0,W20,Võ Tấn Lợi
Lâm Đồng,Bưu cục 1479 Trần Phú-Lộc Châu-Bảo Lộc-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Tâm bảo Lộc 49,4,20,NTB,4,W20,Nguyễn Lê Nguyên Vũ
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Phụ Tùng Nông Ngư Nghiệp,1,20,NTB,1,W20,Nguyễn Duy Long
Bình Thuận,Bưu Cục 16 Huỳnh Thúc Kháng-Phan Thiết-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Sato Box,1,20,NTB,1,W20,Nguyễn Ngọc Khánh
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Áo Thun Oh Là La,1,20,NTB,1,W20,Phạm Bá Thành Công
Khánh Hòa,Bưu Cục 195 Đường 2/4-Nha Trang-Khánh Hòa,2026-05-15,3.Tạo sau 19h,4.Khác,Mồi Cóc Trương Lê,14,20,NTB,0,W20,Phạm Bá Thành Công
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Pin Duy Lập,2,20,NTB,2,W20,Nguyễn Ngọc Khánh
Bình Thuận,Bưu Cục Số 7 Lê Thánh Tôn-LaGi-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,TẠP HOÁ PHỐ BIỂN,6,20,NTB,6,W20,Cao Thị Thanh Thủy
Lâm Đồng,Bưu Cục 190/11 Phù Đổng Thiên Vương-Phường 8-Đà Lạt-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Ngọc Phúc Food-Đặc sản Đà Lạt,1,20,NTB,1,W20,Lê Văn Trường
Bình Thuận,Bưu Cục 237 Nguyễn Tất Thành-Bắc Bình-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,SảnPhẩmNôngnghiệp,32,20,NTB,32,W20,Nguyễn Ngọc Khánh
Ninh Thuận,Bưu Cục 95 Thống Nhất-Phan Rang-Ninh Thuận,2026-05-15,1.Tạo trước 9h,4.Khác,Dâu Tây Shop 85,1,20,NTB,0,W20,Nguyễn Duy Long
Lâm Đồng,Bưu Cục Đạ Huoai-Lâm Đồng,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Shop phụ kiện loa rừng,5,20,NTB,5,W20,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-15,1.Tạo trước 9h,4.Khác,LY ĐẶNG X7,1,20,NTB,0,W20,Huỳnh Tấn Hiền
Lâm Đồng,Bưu Cục 412 Nguyễn Văn Cừ-Lộc Phát-Bảo Lộc-Lâm Đồng,2026-05-15,3.Tạo sau 19h,4.Khác,Gấm phan,9,20,NTB,0,W20,Hồng Bích Nga
Bình Thuận,Bưu Cục 158 Quốc lộ 55-Tánh Linh-Bình Thuận,2026-05-15,2.Tạo từ 9h-19h,2.Khách hẹn lại,Tiệm len mẹ Nhím,1,20,NTB,0,W20,Huỳnh Tấn Hiền
Bình Thuận,Bưu Cục Xã Nam Chính-Đức Linh-Bình Thuận,2026-05-15,3.Tạo sau 19h,4.Khác,LY ĐẶNG X7,1,20,NTB,0,W20,Huỳnh Tấn Hiền
Khánh Hòa,Bưu Cục 56 Phan Đình Phùng-Cam Linh-Khánh Hòa,2026-05-15,1.Tạo trước 9h,4.Khác,EcoBiVN Sản Phẩm Hỗ Trợ Cá Cảnh,8,20,NTB,0,W20,Thái Thị Thanh Thư
Ninh Thuận,Bưu Cục Quốc Lộ 1A-Ninh Phước-Ninh Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Nông trại Hoàng Yến,3,20,NTB,3,W20,Nguyễn Duy Long
Lâm Đồng,Bưu Cục 468 Quốc Lộ 20-Liên Nghĩa-Đức Trọng-Lâm Đồng,2026-05-15,1.Tạo trước 9h,4.Khác,YODY Official,6,20,NTB,0,W20,Trầm Hữu Tiến
Đắk Nông,Bưu Cục Đắk Mil-Đắk Nông,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Nguyễn Thanh Farm,3,20,NTB,3,W20,Trần Thị Nhung
Ninh Thuận,Bưu Cục 26A Lê Duẩn-Ninh Sơn-Ninh Thuận,2026-05-15,1.Tạo trước 9h,3.Không liên lạc được,Đồ ngâm Huế,1,20,NTB,0,W20,Nguyễn Duy Long
Khánh Hòa,Bưu Cục 06 Lê Hồng Phong-TP.Nha Trang-Khánh Hòa,2026-05-15,3.Tạo sau 19h,4.Khác,YODY Official,3,20,NTB,0,W20,Thái Thị Thanh Thư
Bình Thuận,Bưu Cục Phú Thủy-Phan Thiết-Bình Thuận,2026-05-15,1.Tạo trước 9h,0.Ontime OPR,DEROSEA Vietnam,93,20,NTB,93,W20,Nguyễn Ngọc Khánh
Ninh Thuận,Bưu Cục 51 Phạm Ngọc Thạch-Ninh Hải-Ninh Thuận,2026-05-15,2.Tạo từ 9h-19h,0.Ontime OPR,Xưởng gia công các loại,1,20,NTB,1,W20,Nguyễn Duy Long
